BARREIRASBA;BA;Iguatu;Barreiras;SANTOSSP;SP;Santos;Santos;celulose;0;0
CAETITEBA;BA;Caetite;Caetite;SANTOSSP;SP;Santos;Santos;celulose;0;0
TANHACUBA;BA;Tanhacu;Tanhacu;SANTOSSP;SP;Santos;Santos;celulose;0;0
AGUIARNOPOLISTO;TO;Aguiarnopolis;Aguiarnopolis;SANTOSSP;SP;Santos;Santos;celulose;0;0
PALMEIRANTETO;TO;Palmeirante;Palmeirante;SANTOSSP;SP;Santos;Santos;celulose;0;0
ARAGUAINATO;TO;Araguaina;Araguaina;SANTOSSP;SP;Santos;Santos;celulose;0;0
GUARAITO;TO;Guarai;Guarai;SANTOSSP;SP;Santos;Santos;celulose;0;0
PORTO NACIONALTO;TO;Porto Nacional;Porto Nacional;SANTOSSP;SP;Santos;Santos;celulose;0;0
BABACULANDIATO;TO;Babaculandia;Babaculandia;SANTOSSP;SP;Santos;Santos;celulose;0;0
GURUPITO;TO;Gurupi;Gurupi;SANTOSSP;SP;Santos;Santos;celulose;0;0
PORANGATUGO;GO;Porangatu;Porangatu;SANTOSSP;SP;Santos;Santos;celulose;0;0
SANTA ISABELGO;GO;Santa Isabel;Santa Isabel;SANTOSSP;SP;Santos;Santos;celulose;0;0
SAO SIMAOGO;GO;Sao Simao;Sao Simao;SANTOSSP;SP;Santos;Santos;celulose;1060,2305;1
SINOPMT;MT;Sinop;Sinop;SANTOSSP;SP;Santos;Santos;celulose;0;0
NOVA SANTA HELENAMT;MT;Ipora;Nova Santa Helena;SANTOSSP;SP;Santos;Santos;celulose;0;0
GUARANTA DO NORTEMT;MT;Guaranta do Norte;Guaranta do Norte;SANTOSSP;SP;Santos;Santos;celulose;0;0
CACHIMBOPA;PA;Novo Progresso;Novo Progresso;SANTOSSP;SP;Santos;Santos;celulose;0;0
TRINDADEGO;GO;Trindade;Trindade;SANTOSSP;SP;Santos;Santos;celulose;1510,7025;1
UNIAO DE MINASMG;MG;Uniao de Minas;Uniao de Minas;SANTOSSP;SP;Santos;Santos;celulose;968,4905;1
SANTO ANDRESP;SP;Penaforte;Santo Andre;SANTOSSP;SP;Santos;Santos;celulose;60,384;1
SAO CAETANO DO SULSP;SP;Sao Caetano do Sul;Sao Caetano do Sul;SANTOSSP;SP;Santos;Santos;celulose;67,436;1
SAO PAULOSP;SP;Santos;Santos;SANTOSSP;SP;Santos;Santos;celulose;150,557;2
MOOCASP;SP;Sao Paulo;Mooca;SANTOSSP;SP;Santos;Santos;celulose;74,628;1
ITAQUAQUECETUBASP;SP;Itaquaquecetuba;Itaquaquecetuba;SANTOSSP;SP;Santos;Santos;celulose;102,114;1
GUARATINGUETASP;SP;Guaratingueta;Guaratingueta;SANTOSSP;SP;Santos;Santos;celulose;275,99;1
ROSEIRASP;SP;Roseira;Roseira;SANTOSSP;SP;Santos;Santos;celulose;255,542;1
PINDAMONHANGABASP;SP;Pindamonhangaba;Pindamonhangaba;SANTOSSP;SP;Santos;Santos;celulose;245,556;1
TAUBATESP;SP;Taubate;Taubate;SANTOSSP;SP;Santos;Santos;celulose;219,636;1
CACAPAVASP;SP;Cacapava;Cacapava;SANTOSSP;SP;Santos;Santos;celulose;198,247;1
SAO JOSE DOS CAMPOSSP;SP;Sao Jose dos Campos;Sao Jose dos Campos;SANTOSSP;SP;Santos;Santos;celulose;175,568;1
CARAZINHOSP;SP;Carazinho;Carazinho;SANTOSSP;SP;Santos;Santos;celulose;122,608;1
MOGI DAS CRUZESSP;SP;Mogi das Cruzes;Mogi das Cruzes;SANTOSSP;SP;Santos;Santos;celulose;125,165;1
SUZANOSP;SP;Suzano;Suzano;SANTOSSP;SP;Santos;Santos;celulose;130,737;1
CONCHASSP;SP;Conchas;Conchas;SANTOSSP;SP;Santos;Santos;celulose;284,8;1
CHAPADAO DO SULMS;MS;Chapadao do Sul;Chapadao do Sul;PAULINIASP;SP;Paulinia;Paulinia;celulose;941;0
COSTA RICAMS;MS;Costa Rica;Costa Rica;PAULINIASP;SP;Paulinia;Paulinia;celulose;1055;0
RONDONOPOLISMT;MT;Rondonopolis;Rondonopolis;PAULINIASP;SP;Paulinia;Paulinia;celulose;0;0
